27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27716,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27718,"",UN
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27719,"",NS
27720,"",NA
27720,"",NA
27720,"",NA
27720,"",NA
27720,"",NA
27720,"",NA
27720,"",NA
27720,"",NA
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27721,Black,NS
27723,"",NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27724,White,NA
27725,Black,NA
27725,Black,NA
27725,Black,NA
27725,Black,NA
27725,Black,NA
27725,Black,NA
27727,Black,NS
27727,Black,NS
27728,Black,NA
27728,Black,NA
27729,"",NA
27729,Black,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27730,Hispanic,NA
27731,Black,NA
27731,Black,NA
27731,Black,NA
27731,Black,NA
27732,Black,UN
27732,Black,UN
27732,Black,UN
27732,Black,UN
27733,Black,""
27733,Black,""
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27734,Hispanic,NA
27736,"",NS
27736,"",UN
27736,"",UN
27736,"",NS
27736,"",NS
27736,"",NS
27736,"",NS
27736,"",UN
27736,"",UN
27736,"",NS
27736,"",NS
27736,"",NS
27740,Hispanic,""
27740,Hispanic,""
27744,Black,NA
27744,Black,NA
27745,White,NA
27745,White,NA
27745,White,NA
27745,White,NA
27747,Black,NA
27747,Black,NA
27747,Black,NA
27747,Black,NA
27748,Black,UN
27748,Black,UN
27748,Black,UN
27748,Black,UN
27748,Black,UN
27748,Black,UN
27749,Black,NS
27749,Black,NS
27749,Black,NS
27749,Black,NS
27751,Hispanic,""
27751,Hispanic,""
27751,Hispanic,""
27751,Hispanic,""
27751,Hispanic,""
27751,Hispanic,""
27754,Black,NS
27754,Black,NS
27756,Black,NS
27756,Black,NS
27756,Black,NS
27756,Black,NS
27756,Black,NS
27756,Black,NS
27757,Black,NS
27757,Black,NS
27757,Black,NS
27757,Black,NS
27757,Black,NS
27757,Black,NS
27757,Black,NS
