57003,Black,193
57004,Hispanic,396
57008,White,159
57010,Black,518
57011,Black,148
57012,Black,260
57013,Black,151
57014,Black,95
57016,Black,130
57017,Black,129
57018,Hispanic,148
57019,Black,80
57020,Black,220
57021,Black,283
57025,White,184
57028,Hispanic,80
57029,Black,164
57031,Black,386
57033,Black,64
57035,White,112
57037,Black,155
57039,Black,101
57040,White,309
57042,White,153
57045,Black,784
57047,Black,157
57051,Black,143
57063,Black,153
57064,Black,195
57067,Hispanic,62
57069,Black,169
57070,White,247
57071,Black,98
57075,Black,127
57078,Hispanic,77
57079,Black,198
57080,White,173
57082,Hispanic,177
57088,White,92
57089,Black,326
57091,Black,224
57092,Black,104
57093,Black,120
57095,White,218
57096,Black,195
57097,Hispanic,92
57098,Black,169
57105,Asian/Pacific Islander,452
57108,Black,147
57109,Native American/Alaskan Native,334
57114,Hispanic,146
57116,White,130
57119,Black,235
57123,Black,613
57124,Black,140
57125,Black,143
57126,Black,223
57127,Black,206
57128,Black,544
57132,Black,60
57133,White,222
57136,Black,158
57138,Black,201
57140,White,453
57142,Black,229
57145,Black,145
57146,Black,201
57147,Hispanic,205
57151,Black,96
57152,Black,158
57154,Black,186
57158,Black,141
57159,Black,58
57160,Black,178
57163,White,138
57168,Black,196
57170,Black,144
57174,Black,157
57176,Hispanic,441
57177,Black,295
57181,Black,177
57185,Black,339
57192,White,122
57195,Black,136
57197,White,140
57198,White,663
57202,Black,126
57203,Black,177
57210,White,251
57216,Black,191
57218,Black,643
57219,Black,163
57223,Black,946
57227,Black,250
57230,Black,141
57232,Black,117
57234,Black,127
57236,White,152
57237,Black,134
57238,Black,217
57240,Black,139
57242,Hispanic,292
57244,Black,294
57244,White,294
57249,Black,206
57255,Black,136
57259,Black,189
57260,Black,187
57261,Hispanic,138
57262,Black,187
57264,Hispanic,187
57265,Black,180
57267,Black,91
57270,Black,184
57277,White,86
57278,Black,222
57279,Hispanic,373
57280,Hispanic,51
57282,Hispanic,2748
57285,Black,157
57287,Black,135
57290,Hispanic,256
57292,Black,298
57293,Black,82
57296,Black,256
57298,Black,274
57303,Black,144
57304,Black,135
57306,White,148
57308,Black,137
57309,Black,226
57315,Black,179
57316,Black,183
57317,Black,465
57318,Hispanic,254
57324,Black,155
57325,Black,181
57327,White,503
57333,Black,212
57338,White,294
57339,Hispanic,115
57343,Black,1582
57344,White,324
57347,Black,148
57348,White,296
57352,Black,148
57353,Black,281
57355,Black,169
57356,Black,354
57359,Black,78
57360,Black,370
57366,Black,118
57371,Black,152
57372,Black,51
57377,Black,243
57381,White,264
57383,Black,369
57385,Hispanic,175
57386,Black,312
57388,Black,179
57391,Black,252
57392,Black,210
57393,Hispanic,134
57397,Black,285
57399,White,442
57401,Hispanic,151
57404,Black,88
57406,Hispanic,154
57414,Black,312
57415,Black,352
57416,Black,292
57421,Black,131
57422,Black,321
57423,Black,172
57424,Black,352
57425,Black,116
57429,Black,49
57431,Black,171
57432,Black,182
57433,Black,530
57435,Black,1638
57437,White,215
57438,Black,160
57439,White,600
57442,Black,110
57448,White,166
57454,White,138
57456,Black,95
57457,Black,81
57461,Black,144
57462,Black,138
57464,Hispanic,116
57476,Black,385
57478,Black,365
57482,Black,179
57487,Black,218
57491,White,686
57497,Black,141
57499,Black,150
57500,Black,126
57502,Black,237
57503,Black,142
57506,Hispanic,136
57507,Asian/Pacific Islander,288
57508,Black,127
57515,Black,170
57516,White,125
57517,Black,146
57519,Black,128
57523,Black,197
57525,Black,252
57526,Black,177
57529,Hispanic,210
57530,Black,141
57531,Black,135
57533,Black,126
57539,Black,198
57544,Black,172
57545,Black,97
57548,Black,245
57550,Black,417
57552,Black,917
57553,Black,455
57555,Hispanic,215
57563,Black,138
57564,Black,224
57565,Black,104
57568,Black,202
57569,Black,122
57571,White,731
57572,Hispanic,419
57577,White,122
57578,Black,261
57581,Black,522
57586,White,1327
57588,Black,183
57589,Black,158
57591,Hispanic,2586
57593,Black,359
57597,Black,110
57598,Black,428
57599,White,2697
57602,Black,156
57604,Black,589
57607,Black,182
57610,Hispanic,1050
57611,Black,168
57612,White,644
57619,Black,170
57620,Black,232
57621,Black,165
57623,White,1325
57624,White,106
57626,White,276
57628,Black,317
57630,Black,300
57633,White,134
57634,Hispanic,280
57637,Black,252
57639,Black,139
57641,Black,2732
57644,Black,93
57647,Black,272
57650,Black,191
57651,White,142
57653,White,119
57654,Black,107
57658,Black,99
57661,Black,131
57662,White,449
57664,Black,166
57668,Hispanic,91
57670,Black,120
57671,Black,285
57672,Hispanic,97
57673,Black,104
57674,Black,169
57676,Black,107
57678,Black,356
57683,Black,165
57684,Hispanic,141
57685,Black,154
57687,Hispanic,118
57691,Black,200
57692,White,119
57697,White,161
57698,Black,257
57699,White,144
57701,Black,148
57703,Black,166
57706,Black,153
57710,Black,307
57714,Black,301
57717,Black,516
57718,Black,117
57720,Hispanic,412
57721,Black,546
57722,Black,299
57725,Black,166
57726,Black,116
57727,Black,73
57728,Hispanic,541
57729,Black,174
57730,Black,1241
57734,White,1441
57735,White,1566
57737,Black,374
57741,White,138
57744,White,199
57747,White,248
57749,Black,413
57752,Black,192
57755,Black,233
57756,Black,234
57759,White,409
57762,Black,301
57763,Black,164
57764,Black,137
57768,Black,154
57770,Hispanic,253
57772,Black,114
57787,Black,205
57791,Black,290
57793,Hispanic,148
57799,Black,69
57801,Black,274
57804,Black,332
57806,Black,623
57807,Black,265
57813,White,133
57814,White,351
57822,Black,89
57824,Hispanic,174
57829,Black,112
57831,Black,290
57833,Black,131
57836,Black,347
57837,White,2732
57840,Black,818
57841,Black,1616
57842,Black,177
57843,Black,167
57844,White,240
57845,Black,899
57846,Black,354
57847,Black,129
57849,Black,407
57851,Black,241
57853,Black,3490
57853,White,3490
57857,Black,79
57859,Black,253
57860,Black,109
57861,Black,130
57863,Black,328
57864,Hispanic,151
57869,White,246
57874,Black,297
57875,White,116
57880,White,476
57881,Black,118
57882,Hispanic,202
57883,Black,296
57884,Black,327
57886,Asian/Pacific Islander,303
57888,Black,353
57889,Black,548
57890,Black,527
57891,Black,118
57893,Black,127
57894,Black,94
57895,Hispanic,293
57896,Black,63
57900,Black,252
57903,Black,114
57904,Black,133
57910,Black,168
57911,White,325
57916,Black,244
57919,Black,183
57921,Black,141
57923,Black,474
57926,Black,243
57927,Black,529
57929,Black,474
57930,White,396
57934,Hispanic,236
57935,Black,200
57936,Black,105
57939,Hispanic,626
57946,Black,264
57947,Black,103
57948,White,206
57949,Black,143
57950,White,507
57952,Black,167
57954,White,110
57956,Hispanic,146
57958,Black,233
57963,Black,136
57965,White,431
57966,Black,606
57971,Hispanic,137
57975,Black,518
57977,Black,136
57978,White,182
57983,Black,120
57986,Hispanic,136
57987,Black,806
57989,Black,2564
57990,Black,144
57992,Black,398
57995,Black,120
57997,Asian/Pacific Islander,345
57998,Black,503
58001,Black,122
58005,Black,119
58006,White,80
58007,Black,503
58008,White,129
58010,Black,289
58013,White,100
58014,Black,133
58015,Black,182
58021,Black,502
58023,Black,628
58025,Black,128
58027,Black,147
58028,Black,275
58030,Black,155
58031,Hispanic,119
58032,White,176
58038,Black,97
58040,Black,99
58041,Black,404
58045,Black,145
58047,Black,165
58048,Black,279
58049,Black,287
58053,Black,698
58054,Black,517
58063,Black,1032
58064,Black,117
58070,Black,98
58072,Black,287
58074,Black,272
58075,Black,222
58076,Black,138
58077,White,116
58079,White,149
58081,White,277
58082,Black,115
58083,Black,172
58084,Black,157
58085,Black,178
58086,Hispanic,214
58088,Black,171
58090,Black,137
58093,Black,1230
58098,Black,1417
58098,White,1417
58099,Black,275
58100,Black,95
58102,Hispanic,133
58107,Black,136
58108,Black,277
58109,Black,436
58110,Black,521
58111,Black,106
58113,Black,161
58114,White,1981
58115,Black,127
58117,Black,617
58121,Black,699
58122,Black,520
58123,Black,174
58125,Hispanic,139
58128,Black,253
58131,Black,1301
58132,Black,131
58138,Black,337
58140,Black,127
58143,Black,181
58145,White,1209
58152,Black,236
58157,Black,613
58158,Asian/Pacific Islander,459
58159,Black,139
58162,Black,91
58166,Black,608
58168,White,2677
58171,Black,265
58172,Black,132
58176,Black,62
58178,Black,326
58179,Black,209
58182,White,143
58185,White,129
58187,Black,132
58191,White,97
58192,White,268
58194,Hispanic,130
58197,White,1572
58200,Black,234
58202,Black,698
58205,Black,113
58206,Black,369
58208,White,148
58211,White,100
58212,Black,264
58215,Black,113
58217,Black,217
58220,Black,86
58222,Black,128
58227,White,130
58229,White,176
58234,Black,119
58237,White,693
58242,Black,125
58243,White,119
58246,White,247
58248,Black,85
58252,Hispanic,217
58254,Black,84
58256,Black,127
58258,Black,127
58259,Black,173
58261,Black,168
58263,Black,85
58265,Black,210
58267,Black,273
58268,Hispanic,161
58270,Black,303
58270,White,303
58271,White,125
58274,Black,92
58275,Black,487
58277,White,838
58280,Black,147
58280,White,147
58283,Black,727
58286,Black,133
58293,Black,244
58294,Black,125
58297,Black,1127
58298,Black,160
58302,Black,130
58305,Black,272
58311,Black,486
58315,Black,129
58316,Black,302
58317,Black,3483
58319,Black,138
58326,Black,148
58328,Black,164
58332,Black,261
58333,Black,170
58339,Black,492
58343,Black,189
58346,Hispanic,168
58347,Black,121
58351,White,377
58355,Black,294
58358,Black,162
58360,Black,261
58362,Hispanic,163
58364,Black,121
58365,White,120
58369,Black,126
58373,White,126
58374,Black,260
58375,White,481
58376,Black,125
58377,Black,261
58380,Black,210
58382,Black,76
58383,Black,120
58384,Black,126
58385,White,120
58386,Black,419
58391,Black,545
58395,Black,124
58396,Black,197
58400,Black,118
58402,Black,308
58403,Black,405
58406,White,265
58408,Hispanic,193
58410,Asian/Pacific Islander,97
58411,Black,238
58412,Black,111
58416,White,258
58420,White,170
58421,Black,1577
58424,Black,95
58425,White,75
58426,Black,94
58428,Black,75
58431,Hispanic,146
58433,White,74
58434,Black,208
58435,Black,113
58441,Black,164
58443,Black,193
58446,Black,1169
58446,White,1169
58449,Black,1704
58453,White,500
58454,White,192
58456,White,863
58457,Hispanic,274
58458,Black,883
58462,White,112
58465,Black,129
58468,Black,182
58469,White,115
58471,Black,787
58472,Hispanic,122
58482,Black,232
58483,Black,118
58484,Black,327
58486,Hispanic,1218
58489,Black,76
58490,Hispanic,2087
58496,Black,109
58503,White,230
58504,Black,69
58506,Asian/Pacific Islander,537
58513,Black,266
58514,Black,1113
58515,White,784
58517,Black,245
58523,White,255
58524,White,333
58525,Black,146
58531,Hispanic,305
58532,Black,126
58534,Black,132
58535,White,326
58537,Black,103
58539,Black,115
58544,Black,115
58546,Black,102
58547,Black,1416
58547,Hispanic,1416
58547,White,1416
58549,Black,250
58550,Black,106
58554,Hispanic,246
58556,Black,134
58558,Black,136
58559,Black,590
58560,Black,134
58564,Hispanic,721
58565,White,114
58567,White,113
58568,Hispanic,312
58569,Black,533
58570,Black,112
58572,Black,285
58573,Black,154
58575,Black,252
58576,Black,114
58580,Hispanic,1108
58582,Black,821
58584,Black,113
58585,Black,247
58586,Black,1820
58586,White,1820
58587,Black,217
58588,Hispanic,142
58591,Black,111
58594,White,226
58598,Black,104
58599,White,160
58600,White,111
58602,Black,135
58604,Black,106
58605,Black,198
58611,Hispanic,665
58612,White,362
58613,White,670
58618,Black,99
58619,Black,586
58620,White,432
58621,Black,260
58629,Black,201
58632,Black,246
58636,Black,431
58637,Black,62
58639,Black,357
58640,Black,218
58643,Black,111
58644,White,120
58648,Black,125
58649,Black,390
58651,Black,133
58652,Black,952
58653,Black,816
58654,Black,110
58655,Black,405
58656,Black,251
58657,Black,160
58663,Black,765
58664,Black,222
58666,Black,181
58671,Black,108
58675,Hispanic,249
58676,White,142
58677,Black,103
58681,Black,108
58684,Black,99
58687,Black,2366
58694,Black,141
58695,Black,135
58697,Black,308
58698,Black,352
58699,Black,532
58701,Hispanic,104
58702,Black,246
58703,Black,492
58705,Black,147
58707,Black,234
58708,Black,106
58709,Black,146
58712,Black,211
58713,Black,461
58716,Hispanic,141
58717,Black,2600
58717,Hispanic,2600
58719,Black,126
58721,Black,128
58722,Black,253
58723,Black,296
58724,Black,55
58728,Black,117
58731,White,323
58732,Black,77
58739,White,600
58740,Black,103
58741,White,106
58743,Black,158
58744,Black,810
58747,Black,1644
58753,Black,133
58759,Black,73
58760,Black,2749
58761,Black,220
58762,White,94
58763,Black,238
58765,Black,220
58766,Black,220
58767,Black,220
58768,Hispanic,207
58769,White,271
58771,Black,115
58772,Black,231
58773,Black,77
58774,White,397
58775,White,348
58780,White,251
58786,Black,230
58787,Black,122
58788,Hispanic,709
58789,Black,578
58790,Black,178
58795,Black,321
58796,Black,67
58797,Black,486
58798,Black,1718
58800,Black,218
58802,Black,113
58804,Hispanic,575
58808,Black,120
58810,Black,109
58815,Black,135
58816,Black,233
58817,Black,91
58820,Black,154
58821,Black,129
58822,Black,133
58823,Black,346
58824,Black,100
58826,Black,162
58827,Black,109
58828,Black,143
58829,Black,91
58832,White,856
58833,White,111
58834,Black,122
58835,Black,153
58836,Hispanic,127
58837,Hispanic,112
58839,Black,237
58840,Black,189
58841,White,409
58842,Black,409
58843,Black,248
58844,Black,1095
58846,Black,240
58849,White,183
58851,Black,204
58853,Black,349
58854,Black,181
58855,Black,342
58859,Black,314
58860,Black,118
58861,Black,225
58862,White,93
58863,Black,134
58864,Black,215
58864,White,215
58866,Black,139
58867,Black,133
58868,Hispanic,139
58869,White,170
58872,Black,418
58876,Black,106
58877,Black,98
58880,Black,225
58881,Black,181
58884,White,249
58886,Black,168
58888,White,168
58889,Black,139
58891,Black,202
58893,Black,354
58894,Black,88
58896,White,140
58900,Black,143
58902,White,262
58904,Black,97
58905,Black,105
58906,Black,404
58909,White,231
58910,Black,125
58911,Black,174
58912,Black,95
58916,Hispanic,178
58918,Black,570
58919,Black,231
58922,Black,404
58924,Black,294
58927,Black,165
58930,Black,228
58932,Hispanic,1654
58933,Black,591
58934,Black,130
58935,Black,236
58937,Black,345
58939,Black,177
58941,Hispanic,65
58944,Black,124
58945,Black,571
58949,White,466
58952,Black,1550
58953,Black,106
58954,Black,114
58955,Black,591
58955,White,591
58956,Black,229
58957,White,250
58960,White,197
58961,Black,1621
58963,Black,604
58964,Black,228
58965,Black,113
58967,Hispanic,283
58968,Black,567
58972,Black,290
58973,Black,147
58974,Black,245
58975,White,265
58979,Black,63
58984,Black,127
58988,Black,177
58990,Black,115
58994,Black,127
58995,Hispanic,232
58997,White,111
58998,Black,167
58999,Black,754
59002,Black,124
59007,Hispanic,218
59008,White,181
59009,Black,263
59011,Black,103
59015,Black,288
59017,Black,697
59018,Black,119
59020,Asian/Pacific Islander,201
59020,Black,201
59021,Black,601
59022,Black,60
59023,White,474
59024,Hispanic,113
59025,Black,161
59026,Black,113
59028,White,195
59029,Black,127
59032,Hispanic,262
59034,Black,180
59035,Black,559
59036,Hispanic,196
59037,Black,123
59038,Black,385
59039,Black,125
59043,White,194
59044,Black,112
59045,Hispanic,510
59047,Black,136
59050,Black,194
59052,Black,201
59053,Black,2714
59054,Black,132
59058,Black,160
59064,White,90
59065,Black,199
59066,White,259
59067,Black,178
59070,Hispanic,124
59071,Black,165
59073,Black,99
59074,Black,198
59075,Black,556
59078,White,309
59079,Black,171
59080,White,312
59082,Black,652
59083,Black,129
59085,Hispanic,2054
59085,White,2054
59088,Black,283
59090,White,105
59093,Black,276
59096,White,129
59099,Black,227
59101,White,435
59102,Black,118
59105,Hispanic,793
59106,White,856
59107,Black,419
59108,Black,692
59113,White,602
59115,Black,117
59116,Black,107
59117,White,169
59118,Black,238
59120,Hispanic,131
59121,Black,168
59122,Black,225
59125,Black,327
59127,Black,217
59129,Hispanic,279
59131,Black,232
59132,Black,165
59134,Black,117
59135,Black,333
59137,Black,124
59139,Hispanic,225
59141,Black,791
59142,Black,281
59143,Black,137
59145,White,218
59146,Black,254
59147,Black,83
59148,White,481
59150,White,112
59156,Black,123
59157,Black,116
59161,Black,270
59163,White,117
59164,Black,214
59169,Black,677
59170,Black,229
59171,Black,250
59172,Black,406
59175,Black,166
59180,Black,123
59181,Black,186
59182,Asian/Pacific Islander,104
59185,White,972
59187,White,330
59190,Hispanic,50
59192,Black,131
59193,Black,103
59196,Black,207
59197,Black,114
59200,White,251
59202,Hispanic,658
59203,Black,155
59204,Black,122
59205,Black,3335
59206,Black,112
59208,Black,294
59209,Black,169
59214,White,113
59219,White,336
59222,Black,496
59223,Black,190
59224,Black,249
59230,White,450
59231,Black,154
59232,Black,210
59237,Black,743
59238,Black,138
59239,Black,117
59240,Black,369
59242,White,248
59243,Black,218
59245,Black,105
59246,Black,189
59248,Black,110
59249,Black,172
59250,Black,154
59251,Black,151
59252,Black,153
59256,Black,154
59257,White,216
59258,Black,246
59264,Black,1512
59269,Black,179
59271,Hispanic,157
59275,Black,381
59277,Black,152
59284,Black,205
59286,White,190
59287,Black,135
59289,Black,151
59290,White,185
59295,White,134
59298,Black,435
59300,Black,183
59303,Black,177
59304,Black,184
59308,Black,125
59309,Black,106
59313,Black,206
59315,White,125
59317,White,671
59319,Black,2292
59322,Black,304
59323,Black,156
59326,Black,259
59327,White,219
59328,White,1066
59329,Black,212
59331,White,187
59334,Black,203
59337,White,1100
59344,Black,202
59346,Black,589
59349,Black,112
59350,Black,110
59352,Black,68
59355,Black,166
59358,Black,423
59361,Black,244
59364,White,239
59366,Black,150
59370,Hispanic,181
59374,Black,112
59375,White,214
59376,Black,172
59377,Black,166
59378,Black,137
59380,Hispanic,228
59381,Black,625
59382,White,107
59383,Black,178
59384,Black,258
59386,Black,396
59387,Black,145
59388,Black,145
59389,Black,255
59392,Black,102
59393,Black,1468
59394,Black,214
59398,White,386
59399,Black,141
59400,Black,177
59403,Black,199
59404,Black,203
59406,Black,143
59408,Hispanic,423
59411,Black,1612
59412,Black,150
59413,Black,498
59414,Hispanic,143
59419,Black,1526
59420,Hispanic,200
59421,Black,359
59422,Black,436
59423,White,200
59424,Black,288
59425,Black,382
59426,Black,1067
59428,Black,176
59432,Black,176
59433,Black,1288
59435,Black,161
59437,White,1703
59439,Black,176
59444,Black,324
59445,Black,170
59447,Black,297
59449,Black,217
59454,Black,180
59456,White,168
59458,Hispanic,180
59459,Hispanic,105
59461,Black,174
59464,Black,198
59465,Black,211
59466,White,104
59468,Black,924
59470,Hispanic,609
59472,Black,147
59478,Black,231
59481,Hispanic,903
59483,Hispanic,167
59484,Black,95
59486,Black,949
59487,White,1454
59488,Black,259
59489,Black,96
59490,Black,84
59491,Black,320
59494,Black,843
59495,Black,172
59497,Black,171
59498,Black,131
59499,Black,227
59501,White,677
59502,White,416
59504,Black,438
59506,White,195
59508,Black,145
59509,White,1174
59510,Black,479
59510,White,479
59511,Black,233
59512,Black,268
59513,Black,389
59514,Hispanic,145
59518,Black,668
59519,Black,104
59520,White,414
59523,White,1852
59525,White,99
59526,Black,230
59527,Hispanic,164
59528,Hispanic,164
59534,Black,70
59535,Black,140
59536,Hispanic,144
59537,White,163
59538,Black,226
59540,Black,95
59543,Hispanic,142
59545,Black,229
59546,White,437
59547,Black,169
59548,Black,161
59549,Hispanic,141
59551,White,192
59553,Black,161
59554,Black,174
59555,Black,141
59559,Black,191
59560,Black,169
59562,Black,192
59563,Black,531
59565,Black,420
59568,Black,1139
59576,Black,723
59577,Hispanic,138
59578,Black,194
59579,Black,110
59581,Black,162
59583,Black,274
59585,Black,552
59587,Black,159
59588,Black,226
59589,Black,137
59590,White,336
59591,White,133
59595,White,88
59596,Black,166
59600,White,53
59604,Black,2313
59607,Black,167
59609,Black,242
59610,Black,238
59611,Black,335
59612,Black,126
59613,Black,63
59614,Black,133
59615,Black,159
59616,Asian/Pacific Islander,185
59619,Black,242
59621,Black,132
59622,Black,1157
59622,Hispanic,1157
59623,White,158
59626,Hispanic,132
59627,Black,725
59629,Black,137
59631,Hispanic,377
59632,Black,135
59634,Black,647
59636,Hispanic,136
59641,White,134
59642,Black,311
59644,Black,164
59646,Hispanic,187
59651,Black,186
59654,Black,163
59655,Hispanic,333
59656,Hispanic,828
59658,White,332
59659,Black,203
59660,White,448
59661,Hispanic,156
59663,Black,473
59665,Black,284
59666,Black,122
59669,Black,135
59670,White,135
59671,Black,345
59674,Hispanic,309
59675,White,471
59677,Black,223
59678,White,162
59679,Black,512
59680,Asian/Pacific Islander,1666
59681,Black,188
59683,Black,136
59684,White,219
59688,Black,310
59690,Hispanic,112
59691,Hispanic,185
59692,Black,136
59697,Black,162
59701,Black,376
59704,Black,191
59706,Hispanic,160
59710,Black,1906
59711,Black,364
59712,Black,146
59713,Black,365
59714,Black,120
59716,Black,468
59718,Black,146
59719,Black,154
59726,Black,180
59728,Black,413
59729,Black,175
59730,Black,2693
59731,Black,189
59732,Black,225
59733,Black,61
59734,White,152
59735,Black,522
59736,Black,190
59737,Black,711
59738,Black,413
59742,Black,183
59743,Black,517
59748,White,1302
59750,Black,119
59751,Black,132
59752,White,398
59753,Hispanic,154
59754,Black,137
59755,Black,131
59756,Black,218
59757,Black,118
59759,Black,416
59760,Black,125
59762,Hispanic,433
59763,Black,218
59766,Black,182
59767,Black,60
59768,White,367
59771,Black,130
59772,Hispanic,181
59773,White,188
59774,Black,906
59775,Black,150
59783,White,1528
59784,Black,260
59785,Black,1297
59788,Black,186
59789,Hispanic,2524
59789,White,2524
59790,Black,217
59791,Black,88
59792,Black,216
59794,Black,179
59795,Black,179
59798,Black,176
59799,Black,171
59800,Hispanic,287
59804,Black,171
59805,White,287
59806,Black,149
59807,Hispanic,57
59809,Black,155
59811,Black,161
59813,Black,115
59814,Black,57
59815,White,178
59818,White,525
59821,Black,177
59824,Black,517
59825,Black,1780
59827,Black,516
59828,Black,512
59830,Black,125
59831,Black,86
59836,Hispanic,1045
59838,Black,159
59841,Black,174
59842,Black,156
59843,Black,194
59845,Black,194
59846,Hispanic,126
59849,Black,258
59853,Black,421
59854,Hispanic,126
59856,Black,124
59857,Black,120
59861,Hispanic,125
59863,Black,260
59867,Black,860
59868,Black,515
59870,Black,145
59871,Black,195
59873,Hispanic,413
59875,Black,1310
59876,Black,175
59878,Black,179
59879,Black,153
59880,White,239
59883,Black,212
59883,White,212
59884,Black,607
59886,Black,459
59888,White,152
59891,Black,770
59892,Black,212
59894,Hispanic,2092
59895,Hispanic,514
59900,Hispanic,212
59901,Black,175
59902,Black,405
59904,White,483
59909,Black,227
59915,White,290
59916,Black,653
59917,Black,404
