allegation_id_x,investigator_race,victim_race,keywords_freq,punishment_severity
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27718,lost,lost,0.7304957904583723,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27719,lost,lost,0.7916859122401847,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27720,lost,lost,0.4185185185185185,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27730,lost,Hispanic,0.7274556780067082,0
27759,White,Black,0.3364628820960699,0
27759,White,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27759,Black,Black,0.3364628820960699,0
27760,lost,Black,0.09044368600682594,0
27760,lost,Black,0.09044368600682594,0
51502,lost,lost,0.14107883817427386,1
51502,lost,Black,0.14107883817427386,1
56801,White,Black,0.40257412838058,0
56801,White,Black,0.40257412838058,0
56801,White,Black,0.40257412838058,0
56801,White,Black,0.40257412838058,0
56801,Black,Black,0.40257412838058,0
56801,Black,Black,0.40257412838058,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56822,lost,White,0.2905653450807636,0
56878,White,Black,0.5115007541478129,-1
56878,White,Black,0.5115007541478129,-1
56878,White,Black,0.5115007541478129,-1
56878,White,Black,0.5115007541478129,1
